K,q,ng,nc,np,net_seed,role_seed,kappa_c
4,0.0,10,40,0,3167018721,2844494926,0.42578125000000133
4,0.0,10,40,0,3167018721,2227907960,0.4617187500000011
4,0.0,10,40,0,1606978221,291875224,0.391406250000002
4,0.0,10,40,0,3167018721,3311303655,0.42578125000000133
4,0.0,10,40,0,3167018721,2784393159,0.43359375000000105
4,0.0,10,40,0,3167018721,712806600,0.43046875000000123
4,0.0,10,40,0,1606978221,2382861656,0.44140625000000117
4,0.0,10,40,0,1606978221,2034139693,0.4320312500000012
4,0.0,10,40,0,1606978221,1475435272,0.4539062500000011
4,0.0,10,40,0,130564351,3921016327,0.2773437500000023
4,0.0,10,40,0,1606978221,998888289,0.42578125000000133
4,0.0,10,40,0,130564351,1556782541,0.397656250000002
4,0.0,10,40,0,130564351,113936390,0.41953125000000147
4,0.0,10,40,0,130564351,1813503888,0.45703125000000117
4,0.0,10,40,0,2656738332,2355852310,0.3007812500000024
4,0.0,10,40,0,2656738332,3213326236,0.4664062500000012
4,0.0,10,40,0,130564351,341670617,0.4429687500000012
4,0.0,10,40,0,2656738332,1590500904,0.28984375000000234
4,0.0,10,40,0,2656738332,1459984380,0.45703125000000117
4,0.0,10,40,0,2656738332,3791361296,0.37890625000000233
4,0.0,10,40,0,1438907457,2129985746,0.4164062500000015
4,0.0,10,40,0,1438907457,2217165881,0.4460937500000011
4,0.0,10,40,0,1438907457,492126573,0.30234375000000235
4,0.0,10,40,0,1438907457,3691284634,0.4085937500000017
4,0.0,10,40,0,3126275992,2026084458,0.3148437500000025
4,0.0,10,40,0,1438907457,3105030788,0.39296875000000203
4,0.0,10,40,0,3126275992,3988367971,0.39296875000000203
4,0.0,10,40,0,3126275992,2006808931,0.4023437500000019
4,0.0,10,40,0,2519785367,766283836,0.3742187500000023
4,0.0,10,40,0,3126275992,45073367,0.3492187500000024
4,0.0,10,40,0,3126275992,3033273088,0.40234375000000183
4,0.0,10,40,0,2519785367,472330229,0.3835937500000022
4,0.0,10,40,0,2519785367,716387392,0.44140625000000117
4,0.0,10,40,0,2519785367,2059342741,0.3304687500000024
4,0.0,10,40,0,2519785367,2022034678,0.391406250000002
4,0.0,10,40,0,1763190518,3187785019,0.394531250000002
4,0.0,10,40,0,1763190518,3163994608,0.3992187500000019
4,0.0,10,40,0,1763190518,133032425,0.4148437500000015
4,0.0,10,40,0,1763190518,3263737610,0.36640625000000876
4,0.0,10,40,0,1763190518,343557736,0.4023437500000019
4,0.0,10,40,0,2758210063,2278961728,0.46328125000000114
4,0.0,10,40,0,2758210063,2525279990,0.41953125000000147
4,0.0,10,40,0,2758210063,2130828895,0.31015625000000246
4,0.0,10,40,0,2758210063,1742239917,0.3757812500000023
4,0.0,10,40,0,3908614678,1665600948,0.2226562500000027
4,0.0,10,40,0,2758210063,1622637362,0.4351562500000011
4,0.0,10,40,0,3908614678,3413973684,0.40078125000000187
4,0.0,10,40,0,3908614678,3305583831,0.4023437500000019
4,0.0,10,40,0,3908614678,2299306458,0.4148437500000015
4,0.0,10,40,0,3908614678,1277400900,0.43984375000000114
4,0.0,10,40,0,1758183525,2332495212,0.47265625000000117
4,0.0,10,40,0,1758183525,3675397517,0.3820312500000022
4,0.0,10,40,0,1758183525,1394753907,0.2929687500000024
4,0.0,10,40,0,1758183525,3528653550,0.397656250000002
4,0.0,10,40,0,1758183525,3848037972,0.4148437500000015
4,0.0,10,40,0,602238833,1471456999,0.4164062500000015
4,0.0,10,40,0,602238833,868068474,0.4320312500000012
4,0.0,10,40,0,602238833,1646407496,0.42734375000000135
4,0.0,10,40,0,602238833,2850324825,0.33046875000000236
4,0.0,10,40,0,31008916,1320221969,0.4164062500000015
4,0.0,10,40,0,602238833,4269196888,0.3367187500000024
4,0.0,10,40,0,31008916,151905676,0.41484375000000145
4,0.0,10,40,0,31008916,3615901883,0.4289062500000012
4,0.0,10,40,0,16844124,4221267161,0.4585937500000011
4,0.0,10,40,0,31008916,478650108,0.4304687500000012
4,0.0,10,40,0,16844124,1456556658,0.35078125000000243
4,0.0,10,40,0,16844124,1239888419,0.42109375000000143
4,0.0,10,40,0,16844124,3015181464,0.391406250000002
4,0.0,10,40,0,16844124,1399440768,0.29921875000000236
4,0.0,10,40,0,1345174106,3660326568,0.3632812500000024
4,0.0,10,40,0,1345174106,689521427,0.44765625000000114
4,0.0,10,40,0,1345174106,3387589261,0.36015625000000234
4,0.0,10,40,0,1345174106,2118313111,0.4132812500000016
4,0.0,10,40,0,31008916,1779333764,0.39453125000000844
4,0.0,10,40,0,1345174106,967947733,0.4304687500000012
4,0.0,10,40,0,3853061455,3484288317,0.3992187500000019
4,0.0,10,40,0,3853061455,2106534179,0.4382812500000011
4,0.0,10,40,0,3853061455,3580513508,0.3585937500000024
4,0.0,10,40,0,3853061455,3902627801,0.4367187500000011
4,0.0,10,40,0,3853061455,3119707221,0.44765625000000114
4,0.0,10,40,0,267451993,3238537570,0.4101562500000016
4,0.0,10,40,0,267451993,2029573057,0.391406250000002
4,0.15,10,40,0,1059201628,3188182851,0.1117187500000029
4,0.15,10,40,0,1059201628,2601890060,0.09453125000000283
4,0.15,10,40,0,1059201628,3063540169,0.11015625000000288
4,0.15,10,40,0,1059201628,1231919603,0.09609375000000284
4,0.0,10,40,0,267451993,172366890,0.3992187500000019
4,0.15,10,40,0,1059201628,523807314,0.1445312500000029
4,0.15,10,40,0,999034798,1076098696,0.1554687500000029
4,0.15,10,40,0,999034798,3794815387,0.14765625000000293
4,0.0,10,40,0,267451993,135299570,0.4617187500000011
4,0.15,10,40,0,999034798,2328644509,0.11640625000000292
4,0.0,10,40,0,267451993,554194375,0.4976562500000012
4,0.15,10,40,0,999034798,166955266,0.20078125000000294
4,0.15,10,40,0,999034798,3352789892,0.1539062500000029
4,0.15,10,40,0,2543509761,2972149330,0.1117187500000029
4,0.15,10,40,0,2543509761,4188916942,0.1257812500000029
4,0.15,10,40,0,2273541833,4127420779,0.08828125000000281
4,0.15,10,40,0,2273541833,959421138,0.13203125000000293
4,0.15,10,40,0,2543509761,3086895814,0.1398437500000029
4,0.15,10,40,0,2543509761,2211334735,0.12265625000000292
4,0.15,10,40,0,2273541833,1174756670,0.13359375000000293
4,0.15,10,40,0,2543509761,3569702313,0.10390625000000289
4,0.15,10,40,0,2273541833,688079819,0.12890625000000291
4,0.15,10,40,0,2273541833,3296174813,0.09140625000000284
4,0.15,10,40,0,1498438993,2084020597,0.12265625000000292
4,0.15,10,40,0,1498438993,2231741353,0.09296875000000283
4,0.15,10,40,0,3024620210,1803534663,0.16796875000000286
4,0.15,10,40,0,3024620210,4049703500,0.12109375000000293
4,0.15,10,40,0,3024620210,696521257,0.16953125000000288
4,0.15,10,40,0,3024620210,2510996986,0.14140625000000293
4,0.15,10,40,0,3024620210,3211575329,0.12109375000000296
4,0.15,10,40,0,1498438993,3773304276,0.12734375000000292
4,0.15,10,40,0,1498438993,2356422175,0.10859375000000288
4,0.15,10,40,0,1498438993,786123992,0.13203125000000293
4,0.15,10,40,0,107937704,797341303,0.17734375000000288
4,0.15,10,40,0,107937704,3928175876,0.1851562500000029
4,0.15,10,40,0,107937704,3294907086,0.14140625000000293
4,0.15,10,40,0,107937704,551182489,0.1773437500000029
4,0.15,10,40,0,2474950687,2293936329,0.09609375000000284
4,0.15,10,40,0,2474950687,735918739,0.07890625000000283
4,0.15,10,40,0,107937704,168912820,0.1773437500000029
4,0.15,10,40,0,2474950687,3272562550,0.09296875000000283
4,0.15,10,40,0,3143111618,669965637,0.15078125000000292
4,0.15,10,40,0,3143111618,976353968,0.1429687500000029
4,0.15,10,40,0,2474950687,3709536692,0.10546875000000284
4,0.15,10,40,0,3143111618,2020711346,0.14765625000000293
4,0.15,10,40,0,3143111618,2879215725,0.13671875000000291
4,0.15,10,40,0,2867648033,1612161437,0.1398437500000029
4,0.15,10,40,0,3143111618,885171774,0.13359375000000293
4,0.15,10,40,0,2474950687,1287825512,0.10546875000000454
4,0.15,10,40,0,2867648033,3305257698,0.12421875000000292
4,0.15,10,40,0,2867648033,206568438,0.13671875000000291
4,0.15,10,40,0,2867648033,4013870932,0.10703125000000288
4,0.15,10,40,0,2867648033,3970709521,0.1335937500000029
4,0.15,10,40,0,1893169420,3084447340,0.191406250000003
4,0.15,10,40,0,1893169420,3186710463,0.1632812500000029
4,0.15,10,40,0,1893169420,3265310883,0.11953125000000293
4,0.15,10,40,0,1893169420,479952090,0.1570312500000029
4,0.15,10,40,0,1893169420,2445920170,0.22109375000000303
4,0.15,10,40,0,4042437447,4253602347,0.13984375000000285
4,0.15,10,40,0,4042437447,1928024796,0.10859375000000285
4,0.15,10,40,0,4042437447,3901029715,0.11640625000000289
4,0.15,10,40,0,4042437447,2702964509,0.1382812500000029
4,0.15,10,40,0,69726333,1998260520,0.1882812500000031
4,0.15,10,40,0,69726333,2564530990,0.21171875000000306
4,0.15,10,40,0,69726333,3269876860,0.1304687500000029
4,0.15,10,40,0,4042437447,3560046567,0.11015625000000287
4,0.15,10,40,0,69726333,2674753438,0.23359375000000282
4,0.15,10,40,0,69726333,3303586336,0.24296875000000268
4,0.15,10,40,0,3428086198,1177291062,0.2304687500000029
4,0.15,10,40,0,3428086198,4239275699,0.12578125000000295
4,0.15,10,40,0,3428086198,3920711116,0.17265625000000293
4,0.15,10,40,0,3428086198,1688984233,0.18671875000000301
4,0.15,10,40,0,3428086198,4010677390,0.16015625000000291
4,0.15,10,40,0,289821836,3083706969,0.14453125000000291
4,0.15,10,40,0,289821836,2701374114,0.09453125000000288
4,0.15,10,40,0,289821836,3374370644,0.1195312500000029
4,0.15,10,40,0,289821836,801607391,0.18359375000000291
4,0.15,10,40,0,289821836,1752418618,0.14296875000000286
4,0.15,10,40,0,2557430626,2205975717,0.12265625000000295
4,0.15,10,40,0,2557430626,1839511871,0.09765625000000284
4,0.15,10,40,0,2557430626,59978469,0.15078125000000286
4,0.15,10,40,0,2557430626,1195896427,0.214843750000003
4,0.15,10,40,0,2557430626,2557781789,0.1695312500000029
4,0.15,10,40,0,2553144055,1916556098,0.15234375000000291
4,0.15,10,40,0,2553144055,238841675,0.21484375000000305
4,0.15,10,40,0,2553144055,2874264600,0.19609375000000306
4,0.15,10,40,0,2553144055,55574765,0.1398437500000029
4,0.15,10,40,0,2553144055,3511540353,0.19765625000000306
4,0.15,10,40,0,3186536241,3773855704,0.20078125000000305
4,0.15,10,40,0,3186536241,1650164938,0.14609375000000288
4,0.15,10,40,0,3186536241,3205323202,0.19453125000000301
4,0.15,10,40,0,4004542709,40867738,0.11796875000000291
4,0.15,10,40,0,4004542709,1620579250,0.10703125000000288
4,0.15,10,40,0,3186536241,1867374615,0.1398437500000029
4,0.15,10,40,0,3186536241,2348008513,0.1460937500000029
4,0.15,10,40,0,4004542709,40268973,0.12734375000000292
4,0.15,10,40,0,4004542709,2799298252,0.1195312500000029
4,0.15,10,40,0,4004542709,2933536982,0.1070312500000029
4,0.15,10,40,0,2352640358,1276159902,0.22421875000000296
4,0.15,10,40,0,2352640358,1431160825,0.17578125000000294
4,0.15,10,40,0,2352640358,1532861065,0.1210937500000029
4,0.15,10,40,0,2352640358,2770222399,0.1445312500000029
4,1.0,10,40,0,4119838376,3922625405,0.06328125000000281
4,1.0,10,40,0,4119838376,4191212332,0.06171875000000282
4,0.15,10,40,0,2352640358,3150240901,0.1414062500000029
4,1.0,10,40,0,4119838376,1985042371,0.06796875000000281
4,1.0,10,40,0,4119838376,4192991182,0.07109375000000281
4,1.0,10,40,0,4119838376,4101028032,0.07421875000000282
4,1.0,10,40,0,509037377,4222679386,0.06484375000000282
4,1.0,10,40,0,383966049,1805495131,0.06640625000000283
4,1.0,10,40,0,509037377,2813039921,0.07734375000000282
4,1.0,10,40,0,383966049,2974755356,0.06640625000000282
4,1.0,10,40,0,509037377,2174012231,0.07265625000000282
4,1.0,10,40,0,509037377,47316141,0.09296875000000282
4,1.0,10,40,0,509037377,1356694141,0.06953125000000282
4,1.0,10,40,0,383966049,652799919,0.07421875000000282
4,1.0,10,40,0,383966049,1282684648,0.06953125000000282
4,1.0,10,40,0,383966049,4077354870,0.06328125000000281
4,1.0,10,40,0,344083635,513745907,0.07890625000000281
4,1.0,10,40,0,344083635,4211934907,0.06796875000000283
4,1.0,10,40,0,344083635,4210031766,0.07734375000000282
4,1.0,10,40,0,344083635,314597999,0.06484375000000282
4,1.0,10,40,0,344083635,2866398396,0.07421875000000282
4,1.0,10,40,0,3976674010,755551763,0.07421875000000283
4,1.0,10,40,0,3976674010,2545837390,0.07734375000000282
4,1.0,10,40,0,3976674010,747592768,0.0695312500000028
4,1.0,10,40,0,3976674010,1966882184,0.06484375000000281
4,1.0,10,40,0,2432144158,3223181038,0.06484375000000282
4,1.0,10,40,0,3976674010,2631517857,0.06796875000000283
4,1.0,10,40,0,2432144158,2450204716,0.07109375000000281
4,1.0,10,40,0,2432144158,4024724603,0.07109375000000281
4,1.0,10,40,0,2432144158,2997577210,0.06796875000000281
4,1.0,10,40,0,2432144158,2904614974,0.06796875000000281
4,1.0,10,40,0,4127190569,1586919291,0.08359375000000283
4,1.0,10,40,0,4127190569,3948279269,0.06640625000000283
4,1.0,10,40,0,4127190569,2566332053,0.06171875000000282
4,1.0,10,40,0,4127190569,1439045540,0.07109375000000281
4,1.0,10,40,0,4127190569,2454853833,0.06640625000000282
4,1.0,10,40,0,2294146609,1512290565,0.07265625000000282
4,1.0,10,40,0,2294146609,2628945425,0.07265625000000282
4,1.0,10,40,0,2294146609,1990257818,0.07421875000000282
4,1.0,10,40,0,772987074,869328169,0.09609375000000282
4,1.0,10,40,0,2294146609,2188525525,0.07109375000000283
4,1.0,10,40,0,2294146609,4048327541,0.07265625000000282
4,1.0,10,40,0,772987074,3342013148,0.06796875000000281
4,1.0,10,40,0,772987074,3600675468,0.07890625000000281
4,1.0,10,40,0,550844377,3062797681,0.0804687500000028
4,1.0,10,40,0,772987074,2891050051,0.06171875000000282
4,1.0,10,40,0,772987074,2788617805,0.07265625000000282
4,1.0,10,40,0,550844377,161883868,0.07578125000000283
4,1.0,10,40,0,550844377,832760402,0.07421875000000282
4,1.0,10,40,0,550844377,2342691435,0.08203125000000282
4,1.0,10,40,0,550844377,1602875775,0.07421875000000282
4,1.0,10,40,0,3462126689,711412246,0.0726562500000028
4,1.0,10,40,0,3462126689,3703252776,0.07734375000000282
4,1.0,10,40,0,3462126689,130043879,0.08203125000000282
4,1.0,10,40,0,3462126689,1387082537,0.07109375000000281
4,1.0,10,40,0,3462126689,93777282,0.06953125000000282
4,1.0,10,40,0,1332044890,1439408357,0.0945312500000028
4,1.0,10,40,0,1332044890,692344242,0.0914062500000028
4,1.0,10,40,0,1332044890,1584357143,0.09765625000000279
4,1.0,10,40,0,1332044890,1611357672,0.07890625000000281
4,1.0,10,40,0,1332044890,2343644125,0.07890625000000283
4,1.0,10,40,0,1981011131,2875012349,0.06953125000000282
4,1.0,10,40,0,1981011131,1909441087,0.07265625000000282
4,1.0,10,40,0,1981011131,368906758,0.07421875000000282
4,1.0,10,40,0,1981011131,2682887402,0.0695312500000028
4,1.0,10,40,0,3317355842,3889856686,0.07890625000000283
4,1.0,10,40,0,1981011131,3250489281,0.06953125000000282
4,1.0,10,40,0,3317355842,941474316,0.0882812500000028
4,1.0,10,40,0,3317355842,587064130,0.08359375000000283
4,1.0,10,40,0,3317355842,3232592139,0.0960937500000028
4,1.0,10,40,0,3317355842,2270947343,0.10078125000000279
4,1.0,10,40,0,626762738,1058034548,0.08203125000000282
4,1.0,10,40,0,626762738,599416932,0.07890625000000283
4,1.0,10,40,0,626762738,3046119379,0.08671875000000283
4,1.0,10,40,0,4156986682,1919535244,0.07734375000000282
4,1.0,10,40,0,626762738,1660988394,0.07578125000000283
4,1.0,10,40,0,4156986682,1046596557,0.06328125000000281
4,1.0,10,40,0,626762738,3675060540,0.07578125000000283
4,1.0,10,40,0,4156986682,4023308865,0.06796875000000281
4,1.0,10,40,0,4156986682,3904687621,0.08515625000000282
4,1.0,10,40,0,4156986682,3464449025,0.07265625000000282
4,1.0,10,40,0,2007059115,1761254000,0.06484375000000282
4,1.0,10,40,0,2007059115,934977186,0.09609375000000282
4,1.0,10,40,0,2007059115,967138654,0.06484375000000282
4,1.0,10,40,0,2007059115,303278437,0.06328125000000281
4,1.0,10,40,0,3992100120,1447302940,0.08515625000000282
4,1.0,10,40,0,2007059115,3315265863,0.06640625000000282
4,1.0,10,40,0,3992100120,2760615568,0.07265625000000282
4,1.0,10,40,0,3992100120,694806151,0.06796875000000283
4,1.0,10,40,0,3992100120,156832307,0.08828125000000282
4,1.0,10,40,0,3992100120,1474100171,0.07421875000000282
4,1.0,10,40,0,1143290220,1311105813,0.09609375000000281
4,1.0,10,40,0,1143290220,964610385,0.07109375000000283
4,1.0,10,40,0,1143290220,2461382413,0.0757812500000028
4,1.0,10,40,0,1663224019,3834512149,0.07109375000000283
4,1.0,10,40,0,1143290220,604157794,0.06796875000000281
4,1.0,10,40,0,1663224019,2397194432,0.0757812500000028
4,1.0,10,40,0,1143290220,609075553,0.06484375000000282
4,1.0,10,40,0,1663224019,596086050,0.0695312500000028
4,1.0,10,40,0,1663224019,3026950759,0.06640625000000283
4,1.0,10,40,0,1663224019,1551275505,0.0695312500000028
8,0.0,10,40,0,3139288975,676013162,0.10546875000000287
8,0.0,10,40,0,3139288975,3864004466,0.10546875000000287
8,0.0,10,40,0,3139288975,960800651,0.10234375000000284
8,0.0,10,40,0,3139288975,452826630,0.06796875000000283
8,0.0,10,40,0,3139288975,2841671177,0.0976562500000028
8,0.0,10,40,0,3202271771,1242305562,0.08203125000000282
8,0.0,10,40,0,3202271771,3270462601,0.0898437500000028
8,0.0,10,40,0,3202271771,3290892818,0.09609375000000281
8,0.0,10,40,0,3202271771,1260638704,0.07578125000000283
8,0.0,10,40,0,3202271771,3510292486,0.0835937500000028
8,0.0,10,40,0,2824556050,2096173788,0.11015625000000287
8,0.0,10,40,0,2824556050,818189752,0.10234375000000284
8,0.0,10,40,0,2824556050,3406003924,0.0898437500000028
8,0.0,10,40,0,2824556050,806492003,0.11015625000000287
8,0.0,10,40,0,2824556050,673489601,0.10546875000000287
8,0.0,10,40,0,2659602543,2809884559,0.09765625000000284
8,0.0,10,40,0,2659602543,1957770447,0.0976562500000028
8,0.0,10,40,0,2659602543,3492989484,0.10390625000000286
8,0.0,10,40,0,2659602543,3944063459,0.10546875000000287
8,0.0,10,40,0,805193746,1439997941,0.10390625000000286
8,0.0,10,40,0,2659602543,2999660411,0.08515625000000279
8,0.0,10,40,0,805193746,3067942271,0.09609375000000281
8,0.0,10,40,0,805193746,1290888457,0.10078125000000283
8,0.0,10,40,0,805193746,1627390809,0.0882812500000028
8,0.0,10,40,0,805193746,3783428573,0.0914062500000028
8,0.0,10,40,0,1105751133,126486300,0.0976562500000028
8,0.0,10,40,0,1105751133,1689842848,0.07890625000000283
8,0.0,10,40,0,1105751133,343173307,0.10078125000000283
8,0.0,10,40,0,1105751133,3341353023,0.10546875000000287
8,0.0,10,40,0,1105751133,1681685894,0.07109375000000283
8,0.0,10,40,0,2580200217,2776855257,0.0914062500000028
8,0.0,10,40,0,2580200217,3991651075,0.10078125000000283
8,0.0,10,40,0,2580200217,3988559100,0.07421875000000283
8,0.0,10,40,0,2580200217,1280555246,0.0867187500000028
8,0.0,10,40,0,2580200217,223531907,0.09921875000000284
8,0.0,10,40,0,707133986,4089426747,0.08359375000000281
8,0.0,10,40,0,707133986,759780899,0.0976562500000028
8,0.0,10,40,0,707133986,3283220771,0.08515625000000279
8,0.0,10,40,0,707133986,3965082871,0.06796875000000284
8,0.0,10,40,0,707133986,604803541,0.10390625000000286
8,0.0,10,40,0,993262602,225442319,0.08203125000000282
8,0.0,10,40,0,993262602,87782633,0.09921875000000284
8,0.0,10,40,0,993262602,3843627017,0.08203125000000282
8,0.0,10,40,0,993262602,1943294905,0.0835937500000028
8,0.0,10,40,0,1119779656,797121127,0.0867187500000028
8,0.0,10,40,0,1119779656,429815102,0.09921875000000284
8,0.0,10,40,0,993262602,2599729127,0.09921875000000284
8,0.0,10,40,0,1119779656,2728645335,0.10078125000000283
8,0.0,10,40,0,1119779656,2070500015,0.09609375000000281
8,0.0,10,40,0,1119779656,1768302189,0.08046875000000284
8,0.0,10,40,0,1734897487,2764699431,0.08203125000000282
8,0.0,10,40,0,1734897487,4258973047,0.0976562500000028
8,0.0,10,40,0,1734897487,1425255393,0.09609375000000281
8,0.0,10,40,0,1734897487,379170119,0.10234375000000284
8,0.0,10,40,0,1734897487,1544237522,0.0914062500000028
8,0.0,10,40,0,752330197,2920865837,0.09921875000000284
8,0.0,10,40,0,752330197,1419813438,0.07890625000000283
8,0.0,10,40,0,752330197,2066835987,0.10078125000000283
8,0.0,10,40,0,752330197,4041303103,0.0945312500000028
8,0.0,10,40,0,752330197,2833919051,0.10234375000000284
8,0.0,10,40,0,3424031719,2367895512,0.07578125000000283
8,0.0,10,40,0,3424031719,2401542960,0.10078125000000283
8,0.0,10,40,0,3424031719,874045548,0.10859375000000285
8,0.0,10,40,0,2119224578,4047311084,0.0976562500000028
8,0.0,10,40,0,3424031719,3062715648,0.10078125000000283
8,0.0,10,40,0,2119224578,1161002830,0.09921875000000284
8,0.0,10,40,0,3424031719,2884170266,0.08203125000000282
8,0.0,10,40,0,2119224578,1693702937,0.10078125000000283
8,0.0,10,40,0,2119224578,1811242565,0.10703125000000287
8,0.0,10,40,0,2119224578,3387321605,0.04609375000000279
8,0.0,10,40,0,1762495742,3204896681,0.08515625000000279
8,0.0,10,40,0,1762495742,1161077675,0.10546875000000287
8,0.0,10,40,0,1762495742,931285062,0.10703125000000284
8,0.0,10,40,0,1762495742,1524939958,0.09921875000000284
8,0.0,10,40,0,1762495742,1585638329,0.10234375000000284
8,0.0,10,40,0,2314753527,80776568,0.0976562500000028
8,0.0,10,40,0,2314753527,1981998434,0.10859375000000285
8,0.0,10,40,0,2314753527,1793042956,0.07421875000000283
8,0.0,10,40,0,2314753527,794225619,0.09921875000000284
8,0.0,10,40,0,2663551566,1986913860,0.10078125000000283
8,0.0,10,40,0,2314753527,3261604578,0.06953125000000282
8,0.0,10,40,0,2663551566,1713565621,0.09609375000000281
8,0.0,10,40,0,2663551566,2794509251,0.09609375000000281
8,0.0,10,40,0,2663551566,4268182640,0.10234375000000284
8,0.0,10,40,0,2220896383,2505895547,0.08046875000000282
8,0.0,10,40,0,2220896383,1074406871,0.0929687500000028
8,0.0,10,40,0,2663551566,2736107053,0.10390625000000286
8,0.0,10,40,0,2220896383,581596116,0.07421875000000282
8,0.0,10,40,0,2220896383,523463576,0.10234375000000284
8,0.0,10,40,0,2606322482,2462565650,0.0882812500000028
8,0.0,10,40,0,2606322482,2526330677,0.10078125000000283
8,0.0,10,40,0,2220896383,3118678918,0.0835937500000028
8,0.0,10,40,0,2606322482,3925316028,0.10234375000000284
8,0.0,10,40,0,2606322482,3680318529,0.0914062500000028
8,0.0,10,40,0,2606322482,557309424,0.09609375000000281
8,0.0,10,40,0,4023828374,2285480757,0.0976562500000028
8,0.0,10,40,0,4023828374,3071375953,0.11171875000000288
8,0.0,10,40,0,4023828374,4003619180,0.0914062500000028
8,0.0,10,40,0,4023828374,3960558406,0.10546875000000287
8,0.0,10,40,0,4023828374,2458875943,0.10390625000000286
8,0.15,10,40,0,1875352980,452378315,0.041406250000002816
8,0.15,10,40,0,1875352980,2540068964,0.04296875000000281
8,0.15,10,40,0,1158376243,104623987,0.0570312500000028
8,0.15,10,40,0,1875352980,1017520574,0.039843750000002814
8,0.15,10,40,0,1875352980,4236503714,0.041406250000002816
8,0.15,10,40,0,1875352980,437333339,0.03828125000000281
8,0.15,10,40,0,1158376243,2169718132,0.04296875000000281
8,0.15,10,40,0,1158376243,787820191,0.06171875000000282
8,0.15,10,40,0,1158376243,3415792544,0.038281250000002806
8,0.15,10,40,0,3504854737,1443917497,0.041406250000002816
8,0.15,10,40,0,3504854737,2528461740,0.036718750000002805
8,0.15,10,40,0,3504854737,2404214676,0.04296875000000282
8,0.15,10,40,0,1158376243,1092790221,0.033593750000002816
8,0.15,10,40,0,3504854737,1768543166,0.036718750000002805
8,0.15,10,40,0,3984130884,845506759,0.04453125000000281
8,0.15,10,40,0,3504854737,1254084660,0.0335937500000028
8,0.15,10,40,0,3984130884,2851083158,0.0523437500000028
8,0.15,10,40,0,3984130884,2081852304,0.0523437500000028
8,0.15,10,40,0,3984130884,1999347404,0.0554687500000028
8,0.15,10,40,0,3984130884,1293712560,0.04296875000000281
8,0.15,10,40,0,786101622,3534214960,0.04453125000000281
8,0.15,10,40,0,786101622,4065228513,0.041406250000002816
8,0.15,10,40,0,786101622,2479151083,0.04609375000000281
8,0.15,10,40,0,786101622,3619064743,0.03828125000000281
8,0.15,10,40,0,786101622,3129847693,0.0335937500000028
8,0.15,10,40,0,2426611255,191292042,0.046093750000002806
8,0.15,10,40,0,2426611255,1465481344,0.039843750000002814
8,0.15,10,40,0,2239186321,4055961851,0.030468750000002803
8,0.15,10,40,0,2426611255,2434007890,0.04765625000000281
8,0.15,10,40,0,2426611255,950628631,0.04453125000000281
8,0.15,10,40,0,2239186321,226094626,0.03828125000000281
8,0.15,10,40,0,2426611255,3524643375,0.047656250000002814
8,0.15,10,40,0,2239186321,726390913,0.041406250000002816
8,0.15,10,40,0,2239186321,2890184608,0.047656250000002814
8,0.15,10,40,0,2239186321,3335368209,0.04453125000000281
8,0.15,10,40,0,3935054637,365653510,0.03203125000000281
8,0.15,10,40,0,3935054637,1836055933,0.04453125000000281
8,0.15,10,40,0,3935054637,512422352,0.039843750000002814
8,0.15,10,40,0,3935054637,3238074243,0.04453125000000281
8,0.15,10,40,0,2366264360,3692377387,0.0554687500000028
8,0.15,10,40,0,3935054637,2959391133,0.04609375000000281
8,0.15,10,40,0,2366264360,1084776787,0.0539062500000028
8,0.15,10,40,0,2366264360,3290751805,0.0570312500000028
8,0.15,10,40,0,2366264360,1355567875,0.06328125000000281
8,0.15,10,40,0,2468400121,4031487422,0.04296875000000281
8,0.15,10,40,0,2366264360,308977413,0.0539062500000028
8,0.15,10,40,0,2468400121,1694778758,0.04296875000000282
8,0.15,10,40,0,2468400121,2878444686,0.03828125000000281
8,0.15,10,40,0,2468400121,667440363,0.03671875000000281
8,0.15,10,40,0,2468400121,1820401677,0.04296875000000281
8,0.15,10,40,0,560359334,1496009817,0.04296875000000281
8,0.15,10,40,0,560359334,1404093018,0.038281250000002806
8,0.15,10,40,0,560359334,427276346,0.03671875000000281
8,0.15,10,40,0,560359334,762451772,0.0335937500000028
8,0.15,10,40,0,2387207354,426470448,0.039843750000002814
8,0.15,10,40,0,560359334,4060308817,0.030468750000002803
8,0.15,10,40,0,2387207354,202643982,0.03828125000000281
8,0.15,10,40,0,2387207354,2053296323,0.030468750000002803
8,0.15,10,40,0,2387207354,3532113902,0.0351562500000028
8,0.15,10,40,0,3024189350,2749371781,0.047656250000002794
8,0.15,10,40,0,3024189350,3230750503,0.04296875000000281
8,0.15,10,40,0,3024189350,480540266,0.06171875000000282
8,0.15,10,40,0,2387207354,2423799875,0.03671875000000281
8,0.15,10,40,0,3024189350,3839664914,0.0523437500000028
8,0.15,10,40,0,3024189350,3586539990,0.039843750000002814
8,0.15,10,40,0,4209813623,3617235488,0.030468750000002803
8,0.15,10,40,0,4209813623,3391372288,0.04296875000000281
8,0.15,10,40,0,4209813623,3382886426,0.0523437500000028
8,0.15,10,40,0,4209813623,1426800300,0.03671875000000281
8,0.15,10,40,0,4209813623,468275436,0.04453125000000281
8,0.15,10,40,0,366895194,1334176313,0.0539062500000028
8,0.15,10,40,0,366895194,3116921928,0.046093750000002806
8,0.15,10,40,0,366895194,1264089387,0.0320312500000028
