rg,rc,rp,ng,nc,np,family,realisation,seed,household_mean_deg,kappa_c,connected
0.3,0.5,0.2,15,24,10,WS,5,21005,4.000,0.167969,1
0.3,0.5,0.2,15,24,10,WS,6,21006,4.000,0.142969,1
0.3,0.5,0.2,15,24,10,WS,7,21007,4.000,0.111719,1
0.3,0.5,0.2,15,24,10,WS,8,21008,4.000,0.203906,1
0.3,0.5,0.2,15,24,10,WS,9,21009,4.000,0.136719,1
0.3,0.5,0.2,15,24,10,WS,10,21010,4.000,0.133594,1
0.3,0.5,0.2,15,24,10,WS,11,21011,4.000,0.267969,1
0.3,0.5,0.2,15,24,10,WS,12,21012,4.000,0.172656,1
0.3,0.5,0.2,15,24,10,WS,13,21013,4.000,0.160156,1
0.3,0.5,0.2,15,24,10,WS,14,21014,4.000,0.192969,1
0.3,0.5,0.2,15,24,10,WS,15,21015,4.000,0.107031,1
0.3,0.5,0.2,15,24,10,WS,16,21016,4.000,0.189844,1
0.3,0.5,0.2,15,24,10,WS,17,21017,4.000,0.219531,1
0.3,0.5,0.2,15,24,10,WS,18,21018,4.000,0.122656,1
0.3,0.5,0.2,15,24,10,WS,19,21019,4.000,0.155469,1
0.3,0.5,0.2,15,24,10,WS,20,21020,4.000,0.124219,1
0.3,0.5,0.2,15,24,10,WS,21,21021,4.000,0.138281,1
0.3,0.5,0.2,15,24,10,WS,22,21022,4.000,0.150781,1
0.3,0.5,0.2,15,24,10,WS,23,21023,4.000,0.303906,1
0.3,0.5,0.2,15,24,10,WS,24,21024,4.000,0.155469,1
0.3,0.5,0.2,15,24,10,WS,25,21025,4.000,0.191406,1
0.3,0.5,0.2,15,24,10,WS,26,21026,4.000,0.130469,1
0.3,0.5,0.2,15,24,10,WS,27,21027,4.000,0.136719,1
0.3,0.5,0.2,15,24,10,WS,28,21028,4.000,0.136719,1
0.3,0.5,0.2,15,24,10,WS,29,21029,4.000,0.139844,1
0.3,0.5,0.2,15,24,10,RGG,0,21100,3.918,NaN,1
0.3,0.5,0.2,15,24,10,RGG,1,21101,3.959,14.887500,1
0.3,0.5,0.2,15,24,10,RGG,2,21102,3.918,NaN,1
0.3,0.5,0.2,15,24,10,RGG,3,21103,4.082,14.887500,1
0.3,0.5,0.2,15,24,10,RGG,4,21104,4.000,14.624951,1
0.3,0.5,0.2,15,24,10,RGG,5,21105,4.041,14.905469,1
0.3,0.5,0.2,15,24,10,RGG,6,21106,4.082,14.818750,1
0.3,0.5,0.2,15,24,10,RGG,7,21107,3.918,14.898047,1
0.3,0.5,0.2,15,24,10,RGG,8,21108,4.000,14.943750,1
0.3,0.5,0.2,15,24,10,RGG,9,21109,4.041,14.657031,1
0.3,0.5,0.2,15,24,10,RGG,10,21110,3.959,14.424609,1
0.3,0.5,0.2,15,24,10,RGG,11,21111,4.041,14.849219,1
0.3,0.5,0.2,15,24,10,RGG,12,21112,4.041,NaN,1
0.3,0.5,0.2,15,24,10,RGG,13,21113,4.082,14.937500,1
0.3,0.5,0.2,15,24,10,RGG,14,21114,3.959,14.887500,1
0.3,0.5,0.2,15,24,10,RGG,15,21115,4.041,14.625000,1
0.3,0.5,0.2,15,24,10,RGG,16,21116,4.000,14.860156,1
0.3,0.5,0.2,15,24,10,RGG,17,21117,3.918,0.167969,1
0.3,0.5,0.2,15,24,10,RGG,18,21118,3.959,14.937500,1
0.3,0.5,0.2,15,24,10,RGG,19,21119,3.959,0.511719,1
0.3,0.5,0.2,15,24,10,RGG,20,21120,4.000,14.408594,1
0.3,0.5,0.2,15,24,10,RGG,21,21121,3.918,NaN,1
0.3,0.5,0.2,15,24,10,RGG,22,21122,3.918,0.249219,1
0.3,0.5,0.2,15,24,10,RGG,23,21123,3.959,14.537500,1
0.3,0.5,0.2,15,24,10,RGG,24,21124,4.000,NaN,1
0.3,0.5,0.2,15,24,10,RGG,25,21125,3.959,0.757031,1
0.3,0.5,0.2,15,24,10,RGG,26,21126,4.082,14.924219,1
0.3,0.5,0.2,15,24,10,RGG,27,21127,3.959,NaN,1
0.3,0.5,0.2,15,24,10,RGG,28,21128,3.959,NaN,1
0.3,0.5,0.2,15,24,10,RGG,29,21129,3.918,14.786719,1
0.3,0.5,0.2,15,24,10,SBM,0,21200,3.918,14.924805,1
0.3,0.5,0.2,15,24,10,SBM,1,21201,4.041,14.992969,1
0.3,0.5,0.2,15,24,10,SBM,2,21202,4.041,14.030469,1
0.3,0.5,0.2,15,24,10,SBM,3,21203,4.082,NaN,1
0.3,0.5,0.2,15,24,10,SBM,4,21204,4.082,14.973437,1
0.3,0.5,0.2,15,24,10,SBM,5,21205,3.918,14.793652,1
0.3,0.5,0.2,15,24,10,SBM,6,21206,3.959,NaN,1
0.3,0.5,0.2,15,24,10,SBM,7,21207,4.041,NaN,1
0.3,0.5,0.2,15,24,10,SBM,8,21208,4.000,NaN,1
0.3,0.5,0.2,15,24,10,SBM,9,21209,4.082,NaN,1
0.3,0.5,0.2,15,24,10,SBM,10,21210,4.041,NaN,1
0.3,0.5,0.2,15,24,10,SBM,11,21211,3.959,NaN,1
0.3,0.5,0.2,15,24,10,SBM,12,21212,3.918,14.624219,1
0.3,0.5,0.2,15,24,10,SBM,13,21213,3.918,14.689062,1
0.3,0.5,0.2,15,24,10,SBM,14,21214,4.082,14.974219,1
0.3,0.5,0.2,15,24,10,SBM,15,21215,3.959,NaN,1
0.3,0.5,0.2,15,24,10,SBM,16,21216,3.959,14.266406,1
0.3,0.5,0.2,15,24,10,SBM,17,21217,4.041,14.574219,1
0.3,0.5,0.2,15,24,10,SBM,18,21218,4.082,14.698047,1
0.3,0.5,0.2,15,24,10,SBM,19,21219,3.959,NaN,1
0.3,0.5,0.2,15,24,10,SBM,20,21220,4.041,14.285938,1
0.3,0.5,0.2,15,24,10,SBM,21,21221,4.000,14.925000,1
0.3,0.5,0.2,15,24,10,SBM,22,21222,4.082,14.896094,1
0.3,0.5,0.2,15,24,10,SBM,23,21223,4.082,NaN,1
0.3,0.5,0.2,15,24,10,SBM,24,21224,3.918,14.781152,1
0.3,0.5,0.2,15,24,10,SBM,25,21225,4.082,14.596875,1
0.3,0.5,0.2,15,24,10,SBM,26,21226,3.918,14.967969,1
0.3,0.5,0.2,15,24,10,SBM,27,21227,3.918,14.957031,1
0.3,0.5,0.2,15,24,10,SBM,28,21228,4.000,14.846875,1
0.3,0.5,0.2,15,24,10,SBM,29,21229,4.041,14.887500,1
0.3,0.5,0.2,15,24,10,CP,0,21300,4.000,29.927344,1
0.3,0.5,0.2,15,24,10,CP,1,21301,4.041,29.968555,1
0.3,0.5,0.2,15,24,10,CP,2,21302,4.000,29.950000,1
0.3,0.5,0.2,15,24,10,CP,3,21303,4.041,30.000000,1
0.3,0.5,0.2,15,24,10,CP,4,21304,3.918,29.900000,1
0.3,0.5,0.2,15,24,10,CP,5,21305,3.959,NaN,1
0.3,0.5,0.2,15,24,10,CP,6,21306,3.959,NaN,1
0.3,0.5,0.2,15,24,10,CP,7,21307,4.041,29.985913,1
0.3,0.5,0.2,15,24,10,CP,8,21308,4.041,NaN,1
0.3,0.5,0.2,15,24,10,CP,9,21309,3.959,NaN,1
0.3,0.5,0.2,15,24,10,CP,10,21310,4.000,30.000000,1
0.3,0.5,0.2,15,24,10,CP,11,21311,4.082,NaN,1
0.3,0.5,0.2,15,24,10,CP,12,21312,3.959,NaN,1
0.3,0.5,0.2,15,24,10,CP,13,21313,4.082,NaN,1
0.3,0.5,0.2,15,24,10,CP,14,21314,4.041,29.900000,1
0.3,0.5,0.2,15,24,10,CP,15,21315,4.000,NaN,1
0.3,0.5,0.2,15,24,10,CP,16,21316,4.000,NaN,1
0.3,0.5,0.2,15,24,10,CP,17,21317,3.959,30.000000,1
0.3,0.5,0.2,15,24,10,CP,18,21318,4.000,NaN,1
0.3,0.5,0.2,15,24,10,CP,19,21319,3.918,NaN,1
0.3,0.5,0.2,15,24,10,CP,20,21320,4.082,29.900000,1
0.3,0.5,0.2,15,24,10,CP,21,21321,3.918,30.000000,1
0.3,0.5,0.2,15,24,10,CP,22,21322,3.918,29.899219,1
0.3,0.5,0.2,15,24,10,CP,23,21323,4.082,29.981250,1
0.3,0.5,0.2,15,24,10,CP,24,21324,3.918,NaN,1
0.3,0.5,0.2,15,24,10,CP,25,21325,3.959,30.000000,1
0.3,0.5,0.2,15,24,10,CP,26,21326,4.041,30.000000,1
0.3,0.5,0.2,15,24,10,CP,27,21327,3.959,29.950000,1
0.3,0.5,0.2,15,24,10,CP,28,21328,3.918,NaN,1
0.3,0.5,0.2,15,24,10,CP,29,21329,4.082,30.000000,1
0.3,0.6,0.1,15,29,5,WS,0,22000,4.000,0.297656,1
0.3,0.6,0.1,15,29,5,WS,1,22001,4.000,0.113281,1
0.3,0.6,0.1,15,29,5,WS,2,22002,4.000,0.160156,1
0.3,0.6,0.1,15,29,5,WS,3,22003,4.000,0.169531,1
0.3,0.6,0.1,15,29,5,WS,4,22004,4.000,0.133594,1
0.3,0.6,0.1,15,29,5,WS,5,22005,4.000,0.138281,1
0.3,0.6,0.1,15,29,5,WS,6,22006,4.000,0.277344,1
0.3,0.6,0.1,15,29,5,WS,7,22007,4.000,0.132031,1
0.3,0.6,0.1,15,29,5,WS,8,22008,4.000,0.308594,1
0.3,0.6,0.1,15,29,5,WS,9,22009,4.000,0.144531,1
0.3,0.6,0.1,15,29,5,WS,10,22010,4.000,0.174219,1
0.3,0.6,0.1,15,29,5,WS,11,22011,4.000,0.189844,1
0.3,0.6,0.1,15,29,5,WS,12,22012,4.000,0.121094,1
0.3,0.6,0.1,15,29,5,WS,13,22013,4.000,0.147656,1
0.3,0.6,0.1,15,29,5,WS,14,22014,4.000,0.192969,1
0.3,0.6,0.1,15,29,5,WS,15,22015,4.000,0.149219,1
0.3,0.6,0.1,15,29,5,WS,16,22016,4.000,0.178906,1
0.3,0.6,0.1,15,29,5,WS,17,22017,4.000,0.139844,1
0.3,0.6,0.1,15,29,5,WS,18,22018,4.000,0.216406,1
0.3,0.6,0.1,15,29,5,WS,19,22019,4.000,0.180469,1
0.3,0.6,0.1,15,29,5,WS,20,22020,4.000,0.410156,1
0.3,0.6,0.1,15,29,5,WS,21,22021,4.000,0.175781,1
0.3,0.6,0.1,15,29,5,WS,22,22022,4.000,0.103906,1
0.3,0.6,0.1,15,29,5,WS,23,22023,4.000,0.108594,1
0.3,0.6,0.1,15,29,5,WS,24,22024,4.000,0.288281,1
0.3,0.6,0.1,15,29,5,WS,25,22025,4.000,0.096094,1
0.3,0.6,0.1,15,29,5,WS,26,22026,4.000,0.160156,1
0.3,0.6,0.1,15,29,5,WS,27,22027,4.000,0.149219,1
0.3,0.6,0.1,15,29,5,WS,28,22028,4.000,0.119531,1
0.3,0.6,0.1,15,29,5,WS,29,22029,4.000,0.149219,1
0.3,0.6,0.1,15,29,5,RGG,0,22100,4.082,14.937500,1
0.3,0.6,0.1,15,29,5,RGG,1,22101,4.000,0.544531,1
0.3,0.6,0.1,15,29,5,RGG,2,22102,4.000,14.810937,1
0.3,0.6,0.1,15,29,5,RGG,3,22103,3.918,14.889844,1
0.3,0.6,0.1,15,29,5,RGG,4,22104,3.959,14.488672,1
0.3,0.6,0.1,15,29,5,RGG,5,22105,3.959,NaN,1
0.3,0.6,0.1,15,29,5,RGG,6,22106,4.000,14.446875,1
0.3,0.6,0.1,15,29,5,RGG,7,22107,4.041,0.282031,1
0.3,0.6,0.1,15,29,5,RGG,8,22108,3.959,14.806201,1
0.3,0.6,0.1,15,29,5,RGG,9,22109,3.918,14.993750,1
0.3,0.6,0.1,15,29,5,RGG,10,22110,3.959,14.964844,1
0.3,0.6,0.1,15,29,5,RGG,11,22111,3.959,14.724902,1
0.3,0.6,0.1,15,29,5,RGG,12,22112,4.082,0.347656,1
0.3,0.6,0.1,15,29,5,RGG,13,22113,4.000,NaN,1
0.3,0.6,0.1,15,29,5,RGG,14,22114,3.918,14.861719,1
0.3,0.6,0.1,15,29,5,RGG,15,22115,4.000,NaN,1
0.3,0.6,0.1,15,29,5,RGG,16,22116,4.041,14.787305,1
0.3,0.6,0.1,15,29,5,RGG,17,22117,4.000,14.862500,1
0.3,0.6,0.1,15,29,5,RGG,18,22118,4.082,NaN,1
0.3,0.6,0.1,15,29,5,RGG,19,22119,4.000,14.293359,1
0.3,0.6,0.1,15,29,5,RGG,20,22120,3.918,14.902344,1
0.3,0.6,0.1,15,29,5,RGG,21,22121,3.959,NaN,1
0.3,0.6,0.1,15,29,5,RGG,22,22122,3.959,14.992969,1
0.3,0.6,0.1,15,29,5,RGG,23,22123,4.041,0.685156,1
0.3,0.6,0.1,15,29,5,RGG,24,22124,3.959,14.725000,1
0.3,0.6,0.1,15,29,5,RGG,25,22125,3.918,NaN,1
0.3,0.6,0.1,15,29,5,RGG,26,22126,4.082,1.221094,1
0.3,0.6,0.1,15,29,5,RGG,27,22127,4.041,14.937500,1
0.3,0.6,0.1,15,29,5,RGG,28,22128,4.082,14.921875,1
0.3,0.6,0.1,15,29,5,RGG,29,22129,3.918,14.937500,1
0.3,0.6,0.1,15,29,5,SBM,0,22200,4.000,14.600781,1
0.3,0.6,0.1,15,29,5,SBM,1,22201,4.000,14.411719,1
0.3,0.6,0.1,15,29,5,SBM,2,22202,4.041,14.700000,1
0.3,0.6,0.1,15,29,5,SBM,3,22203,3.959,14.871875,1
0.3,0.6,0.1,15,29,5,SBM,4,22204,3.918,NaN,1
0.3,0.6,0.1,15,29,5,SBM,5,22205,4.041,14.697656,1
0.3,0.6,0.1,15,29,5,SBM,6,22206,3.959,NaN,1
0.3,0.6,0.1,15,29,5,SBM,7,22207,4.082,14.947656,1
0.3,0.6,0.1,15,29,5,SBM,8,22208,3.959,14.588281,1
0.3,0.6,0.1,15,29,5,SBM,9,22209,4.082,14.853125,1
0.3,0.6,0.1,15,29,5,SBM,10,22210,4.000,14.900781,1
0.3,0.6,0.1,15,29,5,SBM,11,22211,4.041,14.711719,1
0.3,0.6,0.1,15,29,5,SBM,12,22212,4.082,14.899219,1
0.3,0.6,0.1,15,29,5,SBM,13,22213,4.082,14.856247,1
0.3,0.6,0.1,15,29,5,SBM,14,22214,3.959,14.923437,1
0.3,0.6,0.1,15,29,5,SBM,15,22215,4.000,14.874219,1
0.3,0.6,0.1,15,29,5,SBM,16,22216,3.918,14.354687,1
0.3,0.6,0.1,15,29,5,SBM,17,22217,3.918,NaN,1
0.3,0.6,0.1,15,29,5,SBM,18,22218,4.000,14.949219,1
0.3,0.6,0.1,15,29,5,SBM,19,22219,4.041,14.823437,1
0.3,0.6,0.1,15,29,5,SBM,20,22220,4.000,14.599609,1
0.3,0.6,0.1,15,29,5,SBM,21,22221,3.959,NaN,1
0.3,0.6,0.1,15,29,5,SBM,22,22222,4.000,14.892969,1
0.3,0.6,0.1,15,29,5,SBM,23,22223,4.082,14.837500,1
0.3,0.6,0.1,15,29,5,SBM,24,22224,3.959,14.908594,1
0.3,0.6,0.1,15,29,5,SBM,25,22225,3.959,NaN,1
0.3,0.6,0.1,15,29,5,SBM,26,22226,4.000,14.861719,1
0.3,0.6,0.1,15,29,5,SBM,27,22227,3.959,14.998437,1
0.3,0.6,0.1,15,29,5,SBM,28,22228,4.041,14.892969,1
0.3,0.6,0.1,15,29,5,SBM,29,22229,4.000,14.863281,1
0.3,0.6,0.1,15,29,5,CP,0,22300,3.959,29.753076,1
0.3,0.6,0.1,15,29,5,CP,1,22301,4.041,NaN,1
0.3,0.6,0.1,15,29,5,CP,2,22302,4.000,NaN,1
0.3,0.6,0.1,15,29,5,CP,3,22303,3.918,29.875000,1
0.3,0.6,0.1,15,29,5,CP,4,22304,3.918,29.965625,1
0.3,0.6,0.1,15,29,5,CP,5,22305,4.041,29.950000,1
0.3,0.6,0.1,15,29,5,CP,6,22306,4.000,29.858594,1
0.3,0.6,0.1,15,29,5,CP,7,22307,3.959,30.000000,1
0.3,0.6,0.1,15,29,5,CP,8,22308,3.918,29.987500,1
0.3,0.6,0.1,15,29,5,CP,9,22309,4.041,29.975000,1
0.3,0.6,0.1,15,29,5,CP,10,22310,4.082,NaN,1
0.3,0.6,0.1,15,29,5,CP,11,22311,3.959,29.800000,1
0.3,0.6,0.1,15,29,5,CP,12,22312,4.041,NaN,1
0.3,0.6,0.1,15,29,5,CP,13,22313,4.000,NaN,1
0.3,0.6,0.1,15,29,5,CP,14,22314,3.918,NaN,1
0.3,0.6,0.1,15,29,5,CP,15,22315,3.918,NaN,1
0.3,0.6,0.1,15,29,5,CP,16,22316,4.000,29.974219,1
0.3,0.6,0.1,15,29,5,CP,17,22317,3.918,29.900000,1
0.3,0.6,0.1,15,29,5,CP,18,22318,3.918,29.700000,1
0.3,0.6,0.1,15,29,5,CP,19,22319,3.959,29.800000,1
0.3,0.6,0.1,15,29,5,CP,20,22320,3.959,NaN,1
0.3,0.6,0.1,15,29,5,CP,21,22321,4.000,NaN,1
0.3,0.6,0.1,15,29,5,CP,22,22322,4.041,30.000000,1
0.3,0.6,0.1,15,29,5,CP,23,22323,4.082,NaN,1
0.3,0.6,0.1,15,29,5,CP,24,22324,3.918,NaN,1
0.3,0.6,0.1,15,29,5,CP,25,22325,4.041,30.000000,1
0.3,0.6,0.1,15,29,5,CP,26,22326,4.041,29.900000,1
0.3,0.6,0.1,15,29,5,CP,27,22327,4.041,29.917969,1
0.3,0.6,0.1,15,29,5,CP,28,22328,4.082,30.000000,1
0.3,0.6,0.1,15,29,5,CP,29,22329,4.082,NaN,1
0.3,0.7,0.0,15,34,0,WS,0,23000,4.000,0.232031,1
0.3,0.7,0.0,15,34,0,WS,1,23001,4.000,0.117969,1
0.3,0.7,0.0,15,34,0,WS,2,23002,4.000,0.205469,1
0.3,0.7,0.0,15,34,0,WS,3,23003,4.000,0.094531,1
0.3,0.7,0.0,15,34,0,WS,4,23004,4.000,0.122656,1
0.3,0.7,0.0,15,34,0,WS,5,23005,4.000,0.174219,1
0.3,0.7,0.0,15,34,0,WS,6,23006,4.000,0.188281,1
0.3,0.7,0.0,15,34,0,WS,7,23007,4.000,0.149219,1
0.3,0.7,0.0,15,34,0,WS,8,23008,4.000,0.171094,1
0.3,0.7,0.0,15,34,0,WS,9,23009,4.000,0.100781,1
0.3,0.7,0.0,15,34,0,WS,10,23010,4.000,0.161719,1
0.3,0.7,0.0,15,34,0,WS,11,23011,4.000,0.136719,1
0.3,0.7,0.0,15,34,0,WS,12,23012,4.000,0.171094,1
0.3,0.7,0.0,15,34,0,WS,13,23013,4.000,0.225781,1
0.3,0.7,0.0,15,34,0,WS,14,23014,4.000,0.147656,1
0.3,0.7,0.0,15,34,0,WS,15,23015,4.000,0.250781,1
0.3,0.7,0.0,15,34,0,WS,16,23016,4.000,0.338281,1
0.3,0.7,0.0,15,34,0,WS,17,23017,4.000,0.132031,1
0.3,0.7,0.0,15,34,0,WS,18,23018,4.000,0.172656,1
0.3,0.7,0.0,15,34,0,WS,19,23019,4.000,0.166406,1
0.3,0.7,0.0,15,34,0,WS,20,23020,4.000,0.135156,1
0.3,0.7,0.0,15,34,0,WS,21,23021,4.000,0.266406,1
0.3,0.7,0.0,15,34,0,WS,22,23022,4.000,0.258594,1
0.3,0.7,0.0,15,34,0,WS,23,23023,4.000,0.147656,1
0.3,0.7,0.0,15,34,0,WS,24,23024,4.000,0.192969,1
0.3,0.7,0.0,15,34,0,WS,25,23025,4.000,0.147656,1
0.3,0.7,0.0,15,34,0,WS,26,23026,4.000,0.222656,1
0.3,0.7,0.0,15,34,0,WS,27,23027,4.000,0.108594,1
0.3,0.7,0.0,15,34,0,WS,28,23028,4.000,0.238281,1
0.3,0.7,0.0,15,34,0,WS,29,23029,4.000,0.182031,1
0.3,0.7,0.0,15,34,0,RGG,0,23100,4.082,NaN,1
0.3,0.7,0.0,15,34,0,RGG,1,23101,3.959,14.858984,1
0.3,0.7,0.0,15,34,0,RGG,2,23102,4.082,14.789844,1
0.3,0.7,0.0,15,34,0,RGG,3,23103,4.082,14.761719,1
0.3,0.7,0.0,15,34,0,RGG,4,23104,3.918,14.462109,1
0.3,0.7,0.0,15,34,0,RGG,5,23105,4.041,14.760742,1
0.3,0.7,0.0,15,34,0,RGG,6,23106,4.000,0.602344,1
0.3,0.7,0.0,15,34,0,RGG,7,23107,3.959,0.652344,1
0.3,0.7,0.0,15,34,0,RGG,8,23108,3.959,14.855469,1
0.3,0.7,0.0,15,34,0,RGG,9,23109,3.918,0.541406,1
0.3,0.7,0.0,15,34,0,RGG,10,23110,4.082,14.971875,1
0.3,0.7,0.0,15,34,0,RGG,11,23111,3.959,NaN,1
0.3,0.7,0.0,15,34,0,RGG,12,23112,3.918,0.405469,1
0.3,0.7,0.0,15,34,0,RGG,13,23113,4.082,14.374805,1
0.3,0.7,0.0,15,34,0,RGG,14,23114,4.000,14.692969,1
0.3,0.7,0.0,15,34,0,RGG,15,23115,3.918,0.392969,1
0.3,0.7,0.0,15,34,0,RGG,16,23116,4.082,0.588281,1
0.3,0.7,0.0,15,34,0,RGG,17,23117,4.000,14.758984,1
0.3,0.7,0.0,15,34,0,RGG,18,23118,3.918,14.392969,1
0.3,0.7,0.0,15,34,0,RGG,19,23119,4.000,15.000000,1
0.3,0.7,0.0,15,34,0,RGG,20,23120,4.082,14.925000,1
0.3,0.7,0.0,15,34,0,RGG,21,23121,4.041,14.892969,1
0.3,0.7,0.0,15,34,0,RGG,22,23122,4.000,14.856055,1
0.3,0.7,0.0,15,34,0,RGG,23,23123,4.041,14.455469,1
0.3,0.7,0.0,15,34,0,RGG,24,23124,3.959,NaN,1
0.3,0.7,0.0,15,34,0,RGG,25,23125,3.959,14.760156,1
0.3,0.7,0.0,15,34,0,RGG,26,23126,3.918,0.428906,1
0.3,0.7,0.0,15,34,0,RGG,27,23127,3.918,0.289844,1
0.3,0.7,0.0,15,34,0,RGG,28,23128,4.082,14.852344,1
0.3,0.7,0.0,15,34,0,RGG,29,23129,4.000,14.873437,1
0.3,0.7,0.0,15,34,0,SBM,0,23200,4.000,14.937500,1
0.3,0.7,0.0,15,34,0,SBM,1,23201,4.041,NaN,1
0.3,0.7,0.0,15,34,0,SBM,2,23202,3.959,0.092969,1
0.3,0.7,0.0,15,34,0,SBM,3,23203,3.959,14.885938,1
0.3,0.7,0.0,15,34,0,SBM,4,23204,3.959,14.884375,1
0.3,0.7,0.0,15,34,0,SBM,5,23205,4.082,13.193359,1
0.3,0.7,0.0,15,34,0,SBM,6,23206,4.082,NaN,1
0.3,0.7,0.0,15,34,0,SBM,7,23207,4.000,14.853125,1
0.3,0.7,0.0,15,34,0,SBM,8,23208,4.000,NaN,1
0.3,0.7,0.0,15,34,0,SBM,9,23209,3.959,14.658594,1
0.3,0.7,0.0,15,34,0,SBM,10,23210,4.041,14.909375,1
0.3,0.7,0.0,15,34,0,SBM,11,23211,4.000,14.154687,1
0.3,0.7,0.0,15,34,0,SBM,12,23212,3.959,14.886719,1
0.3,0.7,0.0,15,34,0,SBM,13,23213,4.082,NaN,1
0.3,0.7,0.0,15,34,0,SBM,14,23214,4.000,15.000000,1
0.3,0.7,0.0,15,34,0,SBM,15,23215,4.041,14.136719,1
0.3,0.7,0.0,15,34,0,SBM,16,23216,3.918,14.624219,1
0.3,0.7,0.0,15,34,0,SBM,17,23217,3.918,14.796484,1
0.3,0.7,0.0,15,34,0,SBM,18,23218,3.918,14.955469,1
0.3,0.7,0.0,15,34,0,SBM,19,23219,4.000,14.846094,1
0.3,0.7,0.0,15,34,0,SBM,20,23220,4.000,14.699219,1
0.3,0.7,0.0,15,34,0,SBM,21,23221,3.959,14.750000,1
0.3,0.7,0.0,15,34,0,SBM,22,23222,4.041,14.921875,1
0.3,0.7,0.0,15,34,0,SBM,23,23223,4.041,NaN,1
0.3,0.7,0.0,15,34,0,SBM,24,23224,4.000,14.787500,1
0.3,0.7,0.0,15,34,0,SBM,25,23225,4.082,14.958594,1
0.3,0.7,0.0,15,34,0,SBM,26,23226,3.918,14.974219,1
0.3,0.7,0.0,15,34,0,SBM,27,23227,4.041,14.924219,1
0.3,0.7,0.0,15,34,0,SBM,28,23228,3.959,NaN,1
0.3,0.7,0.0,15,34,0,SBM,29,23229,4.000,14.790430,1
0.3,0.7,0.0,15,34,0,CP,0,23300,4.000,29.943750,1
0.3,0.7,0.0,15,34,0,CP,1,23301,4.082,29.971484,1
0.3,0.7,0.0,15,34,0,CP,2,23302,4.041,29.800000,1
0.3,0.7,0.0,15,34,0,CP,3,23303,3.918,NaN,1
0.3,0.7,0.0,15,34,0,CP,4,23304,4.041,29.987500,1
0.3,0.7,0.0,15,34,0,CP,5,23305,3.959,30.000000,1
0.3,0.7,0.0,15,34,0,CP,6,23306,4.082,30.000000,1
0.3,0.7,0.0,15,34,0,CP,7,23307,3.918,29.800000,1
0.3,0.7,0.0,15,34,0,CP,8,23308,3.959,NaN,1
0.3,0.7,0.0,15,34,0,CP,9,23309,4.041,30.000000,1
0.3,0.7,0.0,15,34,0,CP,10,23310,4.041,29.800000,1
0.3,0.7,0.0,15,34,0,CP,11,23311,3.918,NaN,1
0.3,0.7,0.0,15,34,0,CP,12,23312,4.000,29.921875,1
0.3,0.7,0.0,15,34,0,CP,13,23313,4.041,29.700000,1
0.3,0.7,0.0,15,34,0,CP,14,23314,4.000,29.824902,1
0.3,0.7,0.0,15,34,0,CP,15,23315,4.000,NaN,1
0.3,0.7,0.0,15,34,0,CP,16,23316,4.082,30.000000,1
0.3,0.7,0.0,15,34,0,CP,17,23317,4.041,NaN,1
0.3,0.7,0.0,15,34,0,CP,18,23318,4.041,29.900000,1
0.3,0.7,0.0,15,34,0,CP,19,23319,3.918,29.900000,1
0.3,0.7,0.0,15,34,0,CP,20,23320,3.959,30.000000,1
0.3,0.7,0.0,15,34,0,CP,21,23321,3.959,29.966406,1
0.3,0.7,0.0,15,34,0,CP,22,23322,3.959,NaN,1
0.3,0.7,0.0,15,34,0,CP,23,23323,3.918,NaN,1
0.3,0.7,0.0,15,34,0,CP,24,23324,4.041,30.000000,1
0.3,0.7,0.0,15,34,0,CP,25,23325,3.959,30.000000,1
0.3,0.7,0.0,15,34,0,CP,26,23326,3.918,NaN,1
0.3,0.7,0.0,15,34,0,CP,27,23327,4.041,30.000000,1
0.3,0.7,0.0,15,34,0,CP,28,23328,4.041,30.000000,1
0.3,0.7,0.0,15,34,0,CP,29,23329,4.041,NaN,1
0.4,0.1,0.5,20,5,24,WS,0,24000,4.000,0.422656,1
0.4,0.1,0.5,20,5,24,WS,1,24001,4.000,0.152344,1
0.4,0.1,0.5,20,5,24,WS,2,24002,4.000,0.194531,1
0.4,0.1,0.5,20,5,24,WS,3,24003,4.000,0.161719,1
0.4,0.1,0.5,20,5,24,WS,4,24004,4.000,0.177344,1
0.4,0.1,0.5,20,5,24,WS,5,24005,4.000,0.227344,1
0.4,0.1,0.5,20,5,24,WS,6,24006,4.000,0.249219,1
0.4,0.1,0.5,20,5,24,WS,7,24007,4.000,0.400781,1
0.4,0.1,0.5,20,5,24,WS,8,24008,4.000,0.252344,1
0.4,0.1,0.5,20,5,24,WS,9,24009,4.000,0.174219,1
0.4,0.1,0.5,20,5,24,WS,10,24010,4.000,0.174219,1
0.4,0.1,0.5,20,5,24,WS,11,24011,4.000,0.207031,1
0.4,0.1,0.5,20,5,24,WS,12,24012,4.000,0.128906,1
0.4,0.1,0.5,20,5,24,WS,13,24013,4.000,0.119531,1
0.4,0.1,0.5,20,5,24,WS,14,24014,4.000,0.171094,1
0.4,0.1,0.5,20,5,24,WS,15,24015,4.000,0.153906,1
0.4,0.1,0.5,20,5,24,WS,16,24016,4.000,0.194531,1
0.4,0.1,0.5,20,5,24,WS,17,24017,4.000,0.155469,1
0.4,0.1,0.5,20,5,24,WS,18,24018,4.000,0.197656,1
