rg,rc,rp,ng,nc,np,family,realisation,seed,household_mean_deg,kappa_c,connected
0.1,0.9,0.0,5,44,0,CP,29,8329,4.000,NaN,1
0.2,0.1,0.7,10,5,34,WS,0,9000,4.000,0.394531,1
0.2,0.1,0.7,10,5,34,WS,1,9001,4.000,0.177344,1
0.2,0.1,0.7,10,5,34,WS,2,9002,4.000,0.144531,1
0.2,0.1,0.7,10,5,34,WS,3,9003,4.000,0.308594,1
0.2,0.1,0.7,10,5,34,WS,4,9004,4.000,0.203906,1
0.2,0.1,0.7,10,5,34,WS,5,9005,4.000,0.239844,1
0.2,0.1,0.7,10,5,34,WS,6,9006,4.000,0.127344,1
0.2,0.1,0.7,10,5,34,WS,7,9007,4.000,0.161719,1
0.2,0.1,0.7,10,5,34,WS,8,9008,4.000,0.136719,1
0.2,0.1,0.7,10,5,34,WS,9,9009,4.000,0.271094,1
0.2,0.1,0.7,10,5,34,WS,10,9010,4.000,0.299219,1
0.2,0.1,0.7,10,5,34,WS,11,9011,4.000,0.174219,1
0.2,0.1,0.7,10,5,34,WS,12,9012,4.000,0.133594,1
0.2,0.1,0.7,10,5,34,WS,13,9013,4.000,0.141406,1
0.2,0.1,0.7,10,5,34,WS,14,9014,4.000,0.178906,1
0.2,0.1,0.7,10,5,34,WS,15,9015,4.000,0.285156,1
0.2,0.1,0.7,10,5,34,WS,16,9016,4.000,0.121094,1
0.2,0.1,0.7,10,5,34,WS,17,9017,4.000,0.300781,1
0.2,0.1,0.7,10,5,34,WS,18,9018,4.000,0.191406,1
0.2,0.1,0.7,10,5,34,WS,19,9019,4.000,0.285156,1
0.2,0.1,0.7,10,5,34,WS,20,9020,4.000,0.194531,1
0.2,0.1,0.7,10,5,34,WS,21,9021,4.000,0.255469,1
0.2,0.1,0.7,10,5,34,WS,22,9022,4.000,0.350781,1
0.2,0.1,0.7,10,5,34,WS,23,9023,4.000,0.158594,1
0.2,0.1,0.7,10,5,34,WS,24,9024,4.000,0.186719,1
0.2,0.1,0.7,10,5,34,WS,25,9025,4.000,0.264844,1
0.2,0.1,0.7,10,5,34,WS,26,9026,4.000,0.130469,1
0.2,0.1,0.7,10,5,34,WS,27,9027,4.000,0.182031,1
0.2,0.1,0.7,10,5,34,WS,28,9028,4.000,0.147656,1
0.2,0.1,0.7,10,5,34,WS,29,9029,4.000,0.210156,1
0.2,0.1,0.7,10,5,34,RGG,0,9100,4.000,1.171094,1
0.2,0.1,0.7,10,5,34,RGG,1,9101,4.000,0.460156,1
0.2,0.1,0.7,10,5,34,RGG,2,9102,4.041,14.853076,1
0.2,0.1,0.7,10,5,34,RGG,3,9103,4.000,14.874805,1
0.2,0.1,0.7,10,5,34,RGG,4,9104,4.082,NaN,1
0.2,0.1,0.7,10,5,34,RGG,5,9105,4.041,14.873437,1
0.2,0.1,0.7,10,5,34,RGG,6,9106,4.082,14.624988,1
0.2,0.1,0.7,10,5,34,RGG,7,9107,4.082,14.961719,1
0.2,0.1,0.7,10,5,34,RGG,8,9108,3.959,14.957031,1
0.2,0.1,0.7,10,5,34,RGG,9,9109,3.918,NaN,1
0.2,0.1,0.7,10,5,34,RGG,10,9110,4.000,14.637500,1
0.2,0.1,0.7,10,5,34,RGG,11,9111,4.000,14.454639,1
0.2,0.1,0.7,10,5,34,RGG,12,9112,3.918,14.892969,1
0.2,0.1,0.7,10,5,34,RGG,13,9113,4.000,0.633594,1
0.2,0.1,0.7,10,5,34,RGG,14,9114,3.959,14.693359,1
0.2,0.1,0.7,10,5,34,RGG,15,9115,3.959,14.594922,1
0.2,0.1,0.7,10,5,34,RGG,16,9116,4.041,14.737500,1
0.2,0.1,0.7,10,5,34,RGG,17,9117,3.959,14.812500,1
0.2,0.1,0.7,10,5,34,RGG,18,9118,4.041,14.896680,1
0.2,0.1,0.7,10,5,34,RGG,19,9119,4.041,NaN,1
0.2,0.1,0.7,10,5,34,RGG,20,9120,4.082,13.307031,1
0.2,0.1,0.7,10,5,34,RGG,21,9121,4.000,14.886719,1
0.2,0.1,0.7,10,5,34,RGG,22,9122,4.082,14.592969,1
0.2,0.1,0.7,10,5,34,RGG,23,9123,4.082,14.875000,1
0.2,0.1,0.7,10,5,34,RGG,24,9124,4.041,14.985938,1
0.2,0.1,0.7,10,5,34,RGG,25,9125,4.041,14.974609,1
0.2,0.1,0.7,10,5,34,RGG,26,9126,3.959,14.962109,1
0.2,0.1,0.7,10,5,34,RGG,27,9127,4.041,0.611719,1
0.2,0.1,0.7,10,5,34,RGG,28,9128,4.082,14.850000,1
0.2,0.1,0.7,10,5,34,RGG,29,9129,3.918,11.261719,1
0.2,0.1,0.7,10,5,34,SBM,0,9200,4.041,14.686719,1
0.2,0.1,0.7,10,5,34,SBM,1,9201,3.959,NaN,1
0.2,0.1,0.7,10,5,34,SBM,2,9202,4.041,14.837500,1
0.2,0.1,0.7,10,5,34,SBM,3,9203,4.041,14.855859,1
0.2,0.1,0.7,10,5,34,SBM,4,9204,4.000,14.863281,1
0.2,0.1,0.7,10,5,34,SBM,5,9205,3.918,14.436719,1
0.2,0.1,0.7,10,5,34,SBM,6,9206,4.082,NaN,1
0.2,0.1,0.7,10,5,34,SBM,7,9207,4.082,NaN,1
0.2,0.1,0.7,10,5,34,SBM,8,9208,4.041,14.896094,1
0.2,0.1,0.7,10,5,34,SBM,9,9209,3.959,NaN,1
0.2,0.1,0.7,10,5,34,SBM,10,9210,3.918,NaN,1
0.2,0.1,0.7,10,5,34,SBM,11,9211,3.959,14.937500,1
0.2,0.1,0.7,10,5,34,SBM,12,9212,4.000,NaN,1
0.2,0.1,0.7,10,5,34,SBM,13,9213,3.959,NaN,1
0.2,0.1,0.7,10,5,34,SBM,14,9214,3.918,12.311719,1
0.2,0.1,0.7,10,5,34,SBM,15,9215,4.082,14.892969,1
0.2,0.1,0.7,10,5,34,SBM,16,9216,4.041,NaN,1
0.2,0.1,0.7,10,5,34,SBM,17,9217,3.959,14.794531,1
0.2,0.1,0.7,10,5,34,SBM,18,9218,3.918,14.356226,1
0.2,0.1,0.7,10,5,34,SBM,19,9219,4.082,14.823340,1
0.2,0.1,0.7,10,5,34,SBM,20,9220,4.000,14.593555,1
0.2,0.1,0.7,10,5,34,SBM,21,9221,3.959,14.314062,1
0.2,0.1,0.7,10,5,34,SBM,22,9222,3.959,0.142969,1
0.2,0.1,0.7,10,5,34,SBM,23,9223,3.918,14.725000,1
0.2,0.1,0.7,10,5,34,SBM,24,9224,3.918,14.937500,1
0.2,0.1,0.7,10,5,34,SBM,25,9225,4.041,12.557031,1
0.2,0.1,0.7,10,5,34,SBM,26,9226,4.041,14.487451,1
0.2,0.1,0.7,10,5,34,SBM,27,9227,4.000,14.953906,1
0.2,0.1,0.7,10,5,34,SBM,28,9228,4.041,14.849219,1
0.2,0.1,0.7,10,5,34,SBM,29,9229,4.082,14.789062,1
0.2,0.1,0.7,10,5,34,CP,0,9300,4.041,29.949609,1
0.2,0.1,0.7,10,5,34,CP,1,9301,3.959,29.993750,1
0.2,0.1,0.7,10,5,34,CP,2,9302,3.918,30.000000,1
0.2,0.1,0.7,10,5,34,CP,3,9303,4.000,NaN,1
0.2,0.1,0.7,10,5,34,CP,4,9304,4.082,NaN,1
0.2,0.1,0.7,10,5,34,CP,5,9305,4.000,29.600000,1
0.2,0.1,0.7,10,5,34,CP,6,9306,4.082,NaN,1
0.2,0.1,0.7,10,5,34,CP,7,9307,3.959,29.999994,1
0.2,0.1,0.7,10,5,34,CP,8,9308,3.918,29.963281,1
0.2,0.1,0.7,10,5,34,CP,9,9309,3.918,NaN,1
0.2,0.1,0.7,10,5,34,CP,10,9310,3.918,NaN,1
0.2,0.1,0.7,10,5,34,CP,11,9311,4.041,30.000000,1
0.2,0.1,0.7,10,5,34,CP,12,9312,3.959,30.000000,1
0.2,0.1,0.7,10,5,34,CP,13,9313,3.959,29.673438,1
0.2,0.1,0.7,10,5,34,CP,14,9314,3.959,29.974219,1
0.2,0.1,0.7,10,5,34,CP,15,9315,4.082,NaN,1
0.2,0.1,0.7,10,5,34,CP,16,9316,3.959,30.000000,1
0.2,0.1,0.7,10,5,34,CP,17,9317,3.959,29.999805,1
0.2,0.1,0.7,10,5,34,CP,18,9318,4.082,29.887500,1
0.2,0.1,0.7,10,5,34,CP,19,9319,4.082,29.600000,1
0.2,0.1,0.7,10,5,34,CP,20,9320,4.000,29.900000,1
0.2,0.1,0.7,10,5,34,CP,21,9321,3.959,29.900000,1
0.2,0.1,0.7,10,5,34,CP,22,9322,4.041,29.800000,1
0.2,0.1,0.7,10,5,34,CP,23,9323,4.041,29.556055,1
0.2,0.1,0.7,10,5,34,CP,24,9324,4.041,NaN,1
0.2,0.1,0.7,10,5,34,CP,25,9325,3.918,NaN,1
0.2,0.1,0.7,10,5,34,CP,26,9326,4.041,NaN,1
0.2,0.1,0.7,10,5,34,CP,27,9327,3.918,29.950000,1
0.2,0.1,0.7,10,5,34,CP,28,9328,3.918,NaN,1
0.2,0.1,0.7,10,5,34,CP,29,9329,3.959,NaN,1
0.2,0.2,0.6,10,10,29,WS,0,10000,4.000,0.157031,1
0.2,0.2,0.6,10,10,29,WS,1,10001,4.000,0.164844,1
0.2,0.2,0.6,10,10,29,WS,2,10002,4.000,0.178906,1
0.2,0.2,0.6,10,10,29,WS,3,10003,4.000,0.117969,1
0.2,0.2,0.6,10,10,29,WS,4,10004,4.000,0.350781,1
0.2,0.2,0.6,10,10,29,WS,5,10005,4.000,0.277344,1
0.2,0.2,0.6,10,10,29,WS,6,10006,4.000,0.136719,1
0.2,0.2,0.6,10,10,29,WS,7,10007,4.000,0.271094,1
0.2,0.2,0.6,10,10,29,WS,8,10008,4.000,0.233594,1
0.2,0.2,0.6,10,10,29,WS,9,10009,4.000,0.264844,1
0.2,0.2,0.6,10,10,29,WS,10,10010,4.000,0.233594,1
0.2,0.2,0.6,10,10,29,WS,11,10011,4.000,0.175781,1
0.2,0.2,0.6,10,10,29,WS,12,10012,4.000,0.157031,1
0.2,0.2,0.6,10,10,29,WS,13,10013,4.000,0.149219,1
0.2,0.2,0.6,10,10,29,WS,14,10014,4.000,0.202344,1
0.2,0.2,0.6,10,10,29,WS,15,10015,4.000,0.125781,1
0.2,0.2,0.6,10,10,29,WS,16,10016,4.000,0.250781,1
0.2,0.2,0.6,10,10,29,WS,17,10017,4.000,0.239844,1
0.2,0.2,0.6,10,10,29,WS,18,10018,4.000,0.180469,1
0.2,0.2,0.6,10,10,29,WS,19,10019,4.000,0.211719,1
0.2,0.2,0.6,10,10,29,WS,20,10020,4.000,0.177344,1
0.2,0.2,0.6,10,10,29,WS,21,10021,4.000,0.199219,1
0.2,0.2,0.6,10,10,29,WS,22,10022,4.000,0.107031,1
0.2,0.2,0.6,10,10,29,WS,23,10023,4.000,0.136719,1
0.2,0.2,0.6,10,10,29,WS,24,10024,4.000,0.261719,1
0.2,0.2,0.6,10,10,29,WS,25,10025,4.000,0.178906,1
0.2,0.2,0.6,10,10,29,WS,26,10026,4.000,0.130469,1
0.2,0.2,0.6,10,10,29,WS,27,10027,4.000,0.119531,1
0.2,0.2,0.6,10,10,29,WS,28,10028,4.000,0.153906,1
0.2,0.2,0.6,10,10,29,WS,29,10029,4.000,0.196094,1
0.2,0.2,0.6,10,10,29,RGG,0,10100,4.000,14.967969,1
0.2,0.2,0.6,10,10,29,RGG,1,10101,4.041,14.679297,1
0.2,0.2,0.6,10,10,29,RGG,2,10102,4.082,0.667969,1
0.2,0.2,0.6,10,10,29,RGG,3,10103,3.959,15.000000,1
0.2,0.2,0.6,10,10,29,RGG,4,10104,4.000,14.755469,1
0.2,0.2,0.6,10,10,29,RGG,5,10105,3.959,14.863281,1
0.2,0.2,0.6,10,10,29,RGG,6,10106,4.082,14.825000,1
0.2,0.2,0.6,10,10,29,RGG,7,10107,4.041,14.637500,1
0.2,0.2,0.6,10,10,29,RGG,8,10108,4.041,14.725000,1
0.2,0.2,0.6,10,10,29,RGG,9,10109,3.918,0.821094,1
0.2,0.2,0.6,10,10,29,RGG,10,10110,3.918,14.518359,1
0.2,0.2,0.6,10,10,29,RGG,11,10111,3.918,0.528906,1
0.2,0.2,0.6,10,10,29,RGG,12,10112,4.041,NaN,1
0.2,0.2,0.6,10,10,29,RGG,13,10113,4.000,1.889844,1
0.2,0.2,0.6,10,10,29,RGG,14,10114,4.000,NaN,1
0.2,0.2,0.6,10,10,29,RGG,15,10115,4.041,NaN,1
0.2,0.2,0.6,10,10,29,RGG,16,10116,3.918,NaN,1
0.2,0.2,0.6,10,10,29,RGG,17,10117,3.959,14.788672,1
0.2,0.2,0.6,10,10,29,RGG,18,10118,4.041,14.887500,1
0.2,0.2,0.6,10,10,29,RGG,19,10119,4.000,14.824805,1
0.2,0.2,0.6,10,10,29,RGG,20,10120,3.959,NaN,1
0.2,0.2,0.6,10,10,29,RGG,21,10121,4.000,14.766406,1
0.2,0.2,0.6,10,10,29,RGG,22,10122,3.959,14.849805,1
0.2,0.2,0.6,10,10,29,RGG,23,10123,4.041,NaN,1
0.2,0.2,0.6,10,10,29,RGG,24,10124,3.918,NaN,1
0.2,0.2,0.6,10,10,29,RGG,25,10125,3.959,14.425000,1
0.2,0.2,0.6,10,10,29,RGG,26,10126,4.000,0.224219,1
0.2,0.2,0.6,10,10,29,RGG,27,10127,4.082,14.721875,1
0.2,0.2,0.6,10,10,29,RGG,28,10128,4.041,NaN,1
0.2,0.2,0.6,10,10,29,RGG,29,10129,3.918,14.847656,1
0.2,0.2,0.6,10,10,29,SBM,0,10200,4.000,14.587500,1
0.2,0.2,0.6,10,10,29,SBM,1,10201,3.959,NaN,1
0.2,0.2,0.6,10,10,29,SBM,2,10202,4.082,13.784375,1
0.2,0.2,0.6,10,10,29,SBM,3,10203,4.082,12.675000,1
0.2,0.2,0.6,10,10,29,SBM,4,10204,3.918,14.887500,1
0.2,0.2,0.6,10,10,29,SBM,5,10205,4.000,0.127344,1
0.2,0.2,0.6,10,10,29,SBM,6,10206,4.000,14.887500,1
0.2,0.2,0.6,10,10,29,SBM,7,10207,3.918,14.185938,1
0.2,0.2,0.6,10,10,29,SBM,8,10208,4.000,14.662500,1
0.2,0.2,0.6,10,10,29,SBM,9,10209,4.082,14.987109,1
0.2,0.2,0.6,10,10,29,SBM,10,10210,4.000,14.587305,1
0.2,0.2,0.6,10,10,29,SBM,11,10211,4.000,14.937500,1
0.2,0.2,0.6,10,10,29,SBM,12,10212,4.041,13.962109,1
0.2,0.2,0.6,10,10,29,SBM,13,10213,4.122,14.907031,1
0.2,0.2,0.6,10,10,29,SBM,14,10214,4.082,NaN,1
0.2,0.2,0.6,10,10,29,SBM,15,10215,4.041,14.423438,1
0.2,0.2,0.6,10,10,29,SBM,16,10216,4.000,14.971875,1
0.2,0.2,0.6,10,10,29,SBM,17,10217,3.918,NaN,1
0.2,0.2,0.6,10,10,29,SBM,18,10218,3.959,14.624609,1
0.2,0.2,0.6,10,10,29,SBM,19,10219,4.000,14.923437,1
0.2,0.2,0.6,10,10,29,SBM,20,10220,3.918,14.724609,1
0.2,0.2,0.6,10,10,29,SBM,21,10221,4.082,14.962305,1
0.2,0.2,0.6,10,10,29,SBM,22,10222,4.041,14.723438,1
0.2,0.2,0.6,10,10,29,SBM,23,10223,3.918,14.692969,1
0.2,0.2,0.6,10,10,29,SBM,24,10224,4.041,0.128906,1
0.2,0.2,0.6,10,10,29,SBM,25,10225,3.959,14.890613,1
0.2,0.2,0.6,10,10,29,SBM,26,10226,3.918,14.793750,1
0.2,0.2,0.6,10,10,29,SBM,27,10227,4.082,NaN,1
0.2,0.2,0.6,10,10,29,SBM,28,10228,3.918,NaN,1
0.2,0.2,0.6,10,10,29,SBM,29,10229,4.000,14.835938,1
0.2,0.2,0.6,10,10,29,CP,0,10300,4.082,NaN,1
0.2,0.2,0.6,10,10,29,CP,1,10301,3.918,NaN,1
0.2,0.2,0.6,10,10,29,CP,2,10302,4.041,NaN,1
0.2,0.2,0.6,10,10,29,CP,3,10303,4.082,29.900000,1
0.2,0.2,0.6,10,10,29,CP,4,10304,4.000,NaN,1
0.2,0.2,0.6,10,10,29,CP,5,10305,3.918,29.967969,1
0.2,0.2,0.6,10,10,29,CP,6,10306,3.918,29.974805,1
0.2,0.2,0.6,10,10,29,CP,7,10307,4.082,NaN,1
0.2,0.2,0.6,10,10,29,CP,8,10308,4.000,29.966797,1
0.2,0.2,0.6,10,10,29,CP,9,10309,3.918,29.993359,1
0.2,0.2,0.6,10,10,29,CP,10,10310,3.959,29.653906,1
0.2,0.2,0.6,10,10,29,CP,11,10311,4.041,29.990625,1
0.2,0.2,0.6,10,10,29,CP,12,10312,4.082,NaN,1
0.2,0.2,0.6,10,10,29,CP,13,10313,4.082,NaN,1
0.2,0.2,0.6,10,10,29,CP,14,10314,3.918,NaN,1
0.2,0.2,0.6,10,10,29,CP,15,10315,3.918,29.975000,1
0.2,0.2,0.6,10,10,29,CP,16,10316,4.041,NaN,1
0.2,0.2,0.6,10,10,29,CP,17,10317,3.918,29.924805,1
0.2,0.2,0.6,10,10,29,CP,18,10318,4.041,29.985156,1
0.2,0.2,0.6,10,10,29,CP,19,10319,4.041,29.862500,1
0.2,0.2,0.6,10,10,29,CP,20,10320,3.918,NaN,1
0.2,0.2,0.6,10,10,29,CP,21,10321,4.000,NaN,1
0.2,0.2,0.6,10,10,29,CP,22,10322,3.959,NaN,1
0.2,0.2,0.6,10,10,29,CP,23,10323,4.000,29.950000,1
0.2,0.2,0.6,10,10,29,CP,24,10324,3.918,29.800000,1
0.2,0.2,0.6,10,10,29,CP,25,10325,3.918,29.800000,1
0.2,0.2,0.6,10,10,29,CP,26,10326,3.918,29.893555,1
0.2,0.2,0.6,10,10,29,CP,27,10327,3.959,NaN,1
0.2,0.2,0.6,10,10,29,CP,28,10328,4.000,30.000000,1
0.2,0.2,0.6,10,10,29,CP,29,10329,4.000,NaN,1
0.2,0.3,0.5,10,15,24,WS,0,11000,4.000,0.324219,1
0.2,0.3,0.5,10,15,24,WS,1,11001,4.000,0.199219,1
0.2,0.3,0.5,10,15,24,WS,2,11002,4.000,0.221094,1
0.2,0.3,0.5,10,15,24,WS,3,11003,4.000,0.177344,1
0.2,0.3,0.5,10,15,24,WS,4,11004,4.000,0.177344,1
0.2,0.3,0.5,10,15,24,WS,5,11005,4.000,0.235156,1
0.2,0.3,0.5,10,15,24,WS,6,11006,4.000,0.136719,1
0.2,0.3,0.5,10,15,24,WS,7,11007,4.000,0.149219,1
0.2,0.3,0.5,10,15,24,WS,8,11008,4.000,0.219531,1
0.2,0.3,0.5,10,15,24,WS,9,11009,4.000,0.236719,1
0.2,0.3,0.5,10,15,24,WS,10,11010,4.000,0.144531,1
0.2,0.3,0.5,10,15,24,WS,11,11011,4.000,0.241406,1
0.2,0.3,0.5,10,15,24,WS,12,11012,4.000,0.128906,1
0.2,0.3,0.5,10,15,24,WS,13,11013,4.000,0.128906,1
0.2,0.3,0.5,10,15,24,WS,14,11014,4.000,0.186719,1
0.2,0.3,0.5,10,15,24,WS,15,11015,4.000,0.160156,1
0.2,0.3,0.5,10,15,24,WS,16,11016,4.000,0.142969,1
0.2,0.3,0.5,10,15,24,WS,17,11017,4.000,0.139844,1
0.2,0.3,0.5,10,15,24,WS,18,11018,4.000,0.158594,1
0.2,0.3,0.5,10,15,24,WS,19,11019,4.000,0.232031,1
0.2,0.3,0.5,10,15,24,WS,20,11020,4.000,0.222656,1
0.2,0.3,0.5,10,15,24,WS,21,11021,4.000,0.163281,1
0.2,0.3,0.5,10,15,24,WS,22,11022,4.000,0.171094,1
0.2,0.3,0.5,10,15,24,WS,23,11023,4.000,0.133594,1
0.2,0.3,0.5,10,15,24,WS,24,11024,4.000,0.117969,1
0.2,0.3,0.5,10,15,24,WS,25,11025,4.000,0.153906,1
0.2,0.3,0.5,10,15,24,WS,26,11026,4.000,0.166406,1
0.2,0.3,0.5,10,15,24,WS,27,11027,4.000,0.175781,1
0.2,0.3,0.5,10,15,24,WS,28,11028,4.000,0.130469,1
0.2,0.3,0.5,10,15,24,WS,29,11029,4.000,0.153906,1
0.2,0.3,0.5,10,15,24,RGG,0,11100,4.000,14.794531,1
0.2,0.3,0.5,10,15,24,RGG,1,11101,4.041,14.453906,1
0.2,0.3,0.5,10,15,24,RGG,2,11102,4.041,NaN,1
0.2,0.3,0.5,10,15,24,RGG,3,11103,4.000,0.474219,1
0.2,0.3,0.5,10,15,24,RGG,4,11104,4.041,14.818750,1
0.2,0.3,0.5,10,15,24,RGG,5,11105,3.918,0.471094,1
0.2,0.3,0.5,10,15,24,RGG,6,11106,3.918,14.487488,1
0.2,0.3,0.5,10,15,24,RGG,7,11107,3.959,14.386719,1
0.2,0.3,0.5,10,15,24,RGG,8,11108,3.918,1.011719,1
0.2,0.3,0.5,10,15,24,RGG,9,11109,4.082,0.757031,1
0.2,0.3,0.5,10,15,24,RGG,10,11110,4.082,NaN,1
0.2,0.3,0.5,10,15,24,RGG,11,11111,3.959,14.923437,1
0.2,0.3,0.5,10,15,24,RGG,12,11112,4.082,14.887402,1
0.2,0.3,0.5,10,15,24,RGG,13,11113,3.959,14.937500,1
0.2,0.3,0.5,10,15,24,RGG,14,11114,3.918,14.862500,1
0.2,0.3,0.5,10,15,24,RGG,15,11115,4.041,NaN,1
0.2,0.3,0.5,10,15,24,RGG,16,11116,4.082,NaN,1
0.2,0.3,0.5,10,15,24,RGG,17,11117,3.918,0.861719,1
0.2,0.3,0.5,10,15,24,RGG,18,11118,3.959,0.630469,1
0.2,0.3,0.5,10,15,24,RGG,19,11119,4.041,14.611719,1
0.2,0.3,0.5,10,15,24,RGG,20,11120,4.000,14.887500,1
0.2,0.3,0.5,10,15,24,RGG,21,11121,4.041,14.306055,1
0.2,0.3,0.5,10,15,24,RGG,22,11122,3.918,NaN,1
0.2,0.3,0.5,10,15,24,RGG,23,11123,3.918,0.516406,1
0.2,0.3,0.5,10,15,24,RGG,24,11124,4.041,14.818750,1
0.2,0.3,0.5,10,15,24,RGG,25,11125,3.959,14.784375,1
0.2,0.3,0.5,10,15,24,RGG,26,11126,3.959,14.963281,1
0.2,0.3,0.5,10,15,24,RGG,27,11127,3.959,0.588281,1
0.2,0.3,0.5,10,15,24,RGG,28,11128,4.082,14.904492,1
0.2,0.3,0.5,10,15,24,RGG,29,11129,3.959,0.366406,1
0.2,0.3,0.5,10,15,24,SBM,0,11200,3.959,NaN,1
0.2,0.3,0.5,10,15,24,SBM,1,11201,4.000,14.799219,1
0.2,0.3,0.5,10,15,24,SBM,2,11202,4.082,14.597656,1
0.2,0.3,0.5,10,15,24,SBM,3,11203,4.000,NaN,1
0.2,0.3,0.5,10,15,24,SBM,4,11204,3.918,0.124219,1
0.2,0.3,0.5,10,15,24,SBM,5,11205,4.000,14.791406,1
0.2,0.3,0.5,10,15,24,SBM,6,11206,4.082,14.699219,1
0.2,0.3,0.5,10,15,24,SBM,7,11207,4.082,14.894922,1
0.2,0.3,0.5,10,15,24,SBM,8,11208,3.918,NaN,1
0.2,0.3,0.5,10,15,24,SBM,9,11209,4.041,14.902344,1
0.2,0.3,0.5,10,15,24,SBM,10,11210,4.000,14.463672,1
0.2,0.3,0.5,10,15,24,SBM,11,11211,4.000,NaN,1
0.2,0.3,0.5,10,15,24,SBM,12,11212,3.959,14.899219,1
0.2,0.3,0.5,10,15,24,SBM,13,11213,4.000,14.705469,1
0.2,0.3,0.5,10,15,24,SBM,14,11214,4.000,NaN,1
0.2,0.3,0.5,10,15,24,SBM,15,11215,3.959,14.423438,1
0.2,0.3,0.5,10,15,24,SBM,16,11216,3.959,NaN,1
0.2,0.3,0.5,10,15,24,SBM,17,11217,3.959,14.924609,1
0.2,0.3,0.5,10,15,24,SBM,18,11218,4.041,14.887500,1
0.2,0.3,0.5,10,15,24,SBM,19,11219,4.000,14.971875,1
0.2,0.3,0.5,10,15,24,SBM,20,11220,3.959,NaN,1
0.2,0.3,0.5,10,15,24,SBM,21,11221,4.041,14.596094,1
0.2,0.3,0.5,10,15,24,SBM,22,11222,3.918,14.260840,1
0.2,0.3,0.5,10,15,24,SBM,23,11223,4.041,NaN,1
0.2,0.3,0.5,10,15,24,SBM,24,11224,4.082,NaN,1
0.2,0.3,0.5,10,15,24,SBM,25,11225,3.959,14.823437,1
0.2,0.3,0.5,10,15,24,SBM,26,11226,4.082,NaN,1
0.2,0.3,0.5,10,15,24,SBM,27,11227,3.918,14.974805,1
0.2,0.3,0.5,10,15,24,SBM,28,11228,4.082,14.381250,1
0.2,0.3,0.5,10,15,24,SBM,29,11229,4.082,14.871875,1
0.2,0.3,0.5,10,15,24,CP,0,11300,4.041,NaN,1
0.2,0.3,0.5,10,15,24,CP,1,11301,4.082,NaN,1
0.2,0.3,0.5,10,15,24,CP,2,11302,4.041,29.950000,1
0.2,0.3,0.5,10,15,24,CP,3,11303,3.959,30.000000,1
0.2,0.3,0.5,10,15,24,CP,4,11304,3.918,29.946875,1
0.2,0.3,0.5,10,15,24,CP,5,11305,4.082,29.962500,1
0.2,0.3,0.5,10,15,24,CP,6,11306,3.959,NaN,1
0.2,0.3,0.5,10,15,24,CP,7,11307,4.000,30.000000,1
0.2,0.3,0.5,10,15,24,CP,8,11308,4.041,29.950000,1
0.2,0.3,0.5,10,15,24,CP,9,11309,4.000,NaN,1
0.2,0.3,0.5,10,15,24,CP,10,11310,4.041,NaN,1
0.2,0.3,0.5,10,15,24,CP,11,11311,4.082,29.900000,1
0.2,0.3,0.5,10,15,24,CP,12,11312,3.959,NaN,1
0.2,0.3,0.5,10,15,24,CP,13,11313,4.041,NaN,1
0.2,0.3,0.5,10,15,24,CP,14,11314,4.000,NaN,1
0.2,0.3,0.5,10,15,24,CP,15,11315,4.000,29.987109,1
0.2,0.3,0.5,10,15,24,CP,16,11316,3.918,29.979688,1
0.2,0.3,0.5,10,15,24,CP,17,11317,4.041,NaN,1
0.2,0.3,0.5,10,15,24,CP,18,11318,3.918,29.771875,1
0.2,0.3,0.5,10,15,24,CP,19,11319,3.918,29.950000,1
0.2,0.3,0.5,10,15,24,CP,20,11320,3.959,29.978906,1
0.2,0.3,0.5,10,15,24,CP,21,11321,4.041,30.000000,1
0.2,0.3,0.5,10,15,24,CP,22,11322,3.959,NaN,1
0.2,0.3,0.5,10,15,24,CP,23,11323,4.000,29.950000,1
0.2,0.3,0.5,10,15,24,CP,24,11324,4.000,NaN,1
0.2,0.3,0.5,10,15,24,CP,25,11325,3.959,29.925000,1
0.2,0.3,0.5,10,15,24,CP,26,11326,3.918,NaN,1
0.2,0.3,0.5,10,15,24,CP,27,11327,4.000,29.800000,1
0.2,0.3,0.5,10,15,24,CP,28,11328,3.918,NaN,1
0.2,0.3,0.5,10,15,24,CP,29,11329,4.000,NaN,1
0.2,0.4,0.4,10,20,19,WS,0,12000,4.000,0.221094,1
0.2,0.4,0.4,10,20,19,WS,1,12001,4.000,0.203906,1
0.2,0.4,0.4,10,20,19,WS,2,12002,4.000,0.189844,1
0.2,0.4,0.4,10,20,19,WS,3,12003,4.000,0.191406,1
0.2,0.4,0.4,10,20,19,WS,4,12004,4.000,0.232031,1
0.2,0.4,0.4,10,20,19,WS,5,12005,4.000,0.317969,1
0.2,0.4,0.4,10,20,19,WS,6,12006,4.000,0.182031,1
0.2,0.4,0.4,10,20,19,WS,7,12007,4.000,0.124219,1
0.2,0.4,0.4,10,20,19,WS,8,12008,4.000,0.135156,1
0.2,0.4,0.4,10,20,19,WS,9,12009,4.000,0.091406,1
0.2,0.4,0.4,10,20,19,WS,10,12010,4.000,0.150781,1
0.2,0.4,0.4,10,20,19,WS,11,12011,4.000,0.180469,1
0.2,0.4,0.4,10,20,19,WS,12,12012,4.000,0.283594,1
